Order_ID,Ship_Mode,Ship_Date,Ship_id
41186,EXPRESS AIR,24-11-2010,5847
41351,REGULAR AIR,24-09-2010,5848
41605,REGULAR AIR,26-12-2010,5849
41667,REGULAR AIR,23-06-2012,5850
42982,EXPRESS AIR,5/8/2012,5851
43745,REGULAR AIR,8/11/2010,5852
43745,REGULAR AIR,5/11/2010,5853
44167,REGULAR AIR,31-01-2012,5854
44997,REGULAR AIR,2/10/2011,5855
45408,REGULAR AIR,17-01-2011,5856
45924,REGULAR AIR,26-12-2010,5857
46565,EXPRESS AIR,22-06-2011,5858
46565,REGULAR AIR,23-06-2011,5859
46565,REGULAR AIR,24-06-2011,5860
47173,REGULAR AIR,3/9/2009,5861
47271,REGULAR AIR,29-07-2011,5862
47815,REGULAR AIR,30-12-2012,5863
47909,REGULAR AIR,9/3/2010,5864
47909,REGULAR AIR,10/3/2010,5865
47909,REGULAR AIR,11/3/2010,5866
48609,REGULAR AIR,25-02-2010,5867
48609,EXPRESS AIR,25-02-2010,5868
48643,DELIVERY TRUCK,20-10-2012,5869
48643,REGULAR AIR,20-10-2012,5870
49380,REGULAR AIR,6/5/2012,5871
49607,REGULAR AIR,5/5/2009,5872
49862,REGULAR AIR,14-09-2012,5873
50209,EXPRESS AIR,12/9/2010,5874
50209,REGULAR AIR,11/9/2010,5875
50432,DELIVERY TRUCK,12/6/2009,5876
50432,REGULAR AIR,9/6/2009,5877
50500,REGULAR AIR,10/9/2011,5878
50500,EXPRESS AIR,6/9/2011,5879
50626,DELIVERY TRUCK,21-10-2009,5880
50626,REGULAR AIR,22-10-2009,5881
50657,REGULAR AIR,19-12-2011,5882
50657,EXPRESS AIR,20-12-2011,5883
50657,DELIVERY TRUCK,20-12-2011,5884
50725,REGULAR AIR,25-11-2010,5885
51175,REGULAR AIR,14-08-2012,5886
51175,REGULAR AIR,15-08-2012,5887
51202,REGULAR AIR,15-04-2012,5888
51202,REGULAR AIR,14-04-2012,5889
51488,REGULAR AIR,3/5/2010,5890
51873,REGULAR AIR,6/5/2009,5891
52711,REGULAR AIR,25-09-2011,5892
53222,REGULAR AIR,19-10-2009,5893
54146,REGULAR AIR,23-10-2010,5894
54791,REGULAR AIR,21-12-2012,5895
54791,REGULAR AIR,22-12-2012,5896
55335,DELIVERY TRUCK,17-09-2012,5897
55525,REGULAR AIR,8/5/2009,5898
55746,REGULAR AIR,2/7/2009,5899
56960,EXPRESS AIR,8/8/2009,5900
57059,REGULAR AIR,3/6/2011,5901
57568,REGULAR AIR,19-06-2010,5902
57798,DELIVERY TRUCK,16-09-2012,5903
58273,REGULAR AIR,20-06-2010,5904
58693,REGULAR AIR,25-10-2009,5905
58818,REGULAR AIR,16-04-2009,5906
58818,DELIVERY TRUCK,17-04-2009,5907
59171,REGULAR AIR,13-09-2011,5908
59271,EXPRESS AIR,26-04-2011,5909
59271,REGULAR AIR,27-04-2011,5910
59680,REGULAR AIR,19-06-2012,5911
97,REGULAR AIR,29-01-2010,5912
323,REGULAR AIR,27-03-2009,5913
1095,REGULAR AIR,23-08-2011,5914
2562,REGULAR AIR,3/8/2012,5915
2562,REGULAR AIR,2/8/2012,5916
2562,EXPRESS AIR,1/8/2012,5917
4099,REGULAR AIR,21-08-2012,5918
4099,REGULAR AIR,23-08-2012,5919
4099,REGULAR AIR,22-08-2012,5920
5509,REGULAR AIR,12/4/2009,5921
5509,REGULAR AIR,14-04-2009,5922
8132,EXPRESS AIR,14-05-2009,5923
8132,REGULAR AIR,21-05-2009,5924
8868,REGULAR AIR,6/2/2009,5925
8868,REGULAR AIR,1/2/2009,5926
10213,REGULAR AIR,19-02-2011,5927
10884,REGULAR AIR,2/12/2009,5928
11843,DELIVERY TRUCK,19-07-2009,5929
11843,REGULAR AIR,19-07-2009,5930
12099,EXPRESS AIR,11/9/2009,5931
12099,REGULAR AIR,13-09-2009,5932
12418,REGULAR AIR,20-02-2012,5933
13923,REGULAR AIR,10/7/2012,5934
13923,REGULAR AIR,9/7/2012,5935
13923,DELIVERY TRUCK,10/7/2012,5936
14439,REGULAR AIR,31-08-2012,5937
16643,REGULAR AIR,15-04-2010,5938
16807,REGULAR AIR,16-01-2012,5939
16807,REGULAR AIR,17-01-2012,5940
16864,DELIVERY TRUCK,29-10-2012,5941
18147,REGULAR AIR,18-07-2009,5942
18918,REGULAR AIR,28-10-2012,5943
18919,REGULAR AIR,3/7/2009,5944
19104,REGULAR AIR,12/8/2010,5945
19207,REGULAR AIR,17-03-2012,5946
19207,REGULAR AIR,16-03-2012,5947
19840,DELIVERY TRUCK,27-05-2010,5948
19943,DELIVERY TRUCK,25-11-2009,5949
20002,REGULAR AIR,13-08-2012,5950
20066,REGULAR AIR,3/9/2012,5951
20066,REGULAR AIR,4/9/2012,5952
20615,EXPRESS AIR,16-04-2012,5953
20864,REGULAR AIR,8/12/2011,5954
20868,REGULAR AIR,16-10-2010,5955
21541,DELIVERY TRUCK,10/10/2009,5956
22661,REGULAR AIR,29-09-2010,5957
22689,REGULAR AIR,11/10/2011,5958
23361,REGULAR AIR,4/7/2010,5959
23361,REGULAR AIR,3/7/2010,5960
23396,DELIVERY TRUCK,20-06-2010,5961
23427,REGULAR AIR,15-08-2011,5962
23427,REGULAR AIR,17-08-2011,5963
23751,DELIVERY TRUCK,19-03-2009,5964
23943,REGULAR AIR,25-06-2011,5965
24608,REGULAR AIR,15-08-2012,5966
25507,REGULAR AIR,6/8/2009,5967
25509,REGULAR AIR,24-05-2009,5968
25952,REGULAR AIR,5/9/2010,5969
26336,REGULAR AIR,28-05-2012,5970
26336,REGULAR AIR,27-05-2012,5971
27558,REGULAR AIR,8/7/2011,5972
27969,DELIVERY TRUCK,15-06-2010,5973
27969,REGULAR AIR,12/6/2010,5974
27969,DELIVERY TRUCK,13-06-2010,5975
29637,REGULAR AIR,27-05-2009,5976
30469,REGULAR AIR,27-12-2012,5977
31460,REGULAR AIR,28-08-2012,5978
31939,REGULAR AIR,27-06-2011,5979
33826,REGULAR AIR,23-12-2010,5980
34151,REGULAR AIR,10/9/2011,5981
34659,REGULAR AIR,21-11-2012,5982
35200,REGULAR AIR,7/2/2009,5983
35456,REGULAR AIR,3/11/2012,5984
35840,REGULAR AIR,30-05-2010,5985
35840,REGULAR AIR,31-05-2010,5986
36069,REGULAR AIR,10/12/2009,5987
36069,REGULAR AIR,12/12/2009,5988
36069,REGULAR AIR,7/12/2009,5989
36640,EXPRESS AIR,20-11-2011,5990
36931,REGULAR AIR,19-01-2011,5991
37543,REGULAR AIR,1/1/2012,5992
39111,REGULAR AIR,28-07-2011,5993
39111,REGULAR AIR,27-07-2011,5994
39139,REGULAR AIR,13-11-2010,5995
39139,DELIVERY TRUCK,15-11-2010,5996
39139,REGULAR AIR,15-11-2010,5997
39490,REGULAR AIR,12/8/2012,5998
39490,DELIVERY TRUCK,16-08-2012,5999
39938,REGULAR AIR,11/6/2012,6000
40098,REGULAR AIR,7/2/2012,6001
40098,REGULAR AIR,9/2/2012,6002
41056,REGULAR AIR,29-03-2012,6003
42115,REGULAR AIR,18-02-2012,6004
42115,REGULAR AIR,19-02-2012,6005
43459,REGULAR AIR,8/11/2011,6006
45476,REGULAR AIR,18-04-2012,6007
45958,REGULAR AIR,26-05-2011,6008
45958,REGULAR AIR,27-05-2011,6009
47591,REGULAR AIR,3/1/2012,6010
49764,EXPRESS AIR,7/10/2010,6011
50118,DELIVERY TRUCK,19-03-2010,6012
50183,EXPRESS AIR,25-05-2010,6013
50786,DELIVERY TRUCK,19-10-2009,6014
50978,REGULAR AIR,2/4/2012,6015
50983,REGULAR AIR,29-06-2011,6016
50983,REGULAR AIR,30-06-2011,6017
52002,DELIVERY TRUCK,5/6/2009,6018
52227,REGULAR AIR,15-02-2009,6019
52261,DELIVERY TRUCK,22-04-2011,6020
52743,REGULAR AIR,4/7/2010,6021
53120,REGULAR AIR,19-05-2012,6022
53920,DELIVERY TRUCK,20-03-2009,6023
54630,REGULAR AIR,14-08-2012,6024
55299,REGULAR AIR,30-03-2012,6025
55520,EXPRESS AIR,8/5/2011,6026
55653,DELIVERY TRUCK,27-11-2010,6027
56577,DELIVERY TRUCK,3/11/2011,6028
56711,REGULAR AIR,11/2/2011,6029
56769,REGULAR AIR,1/12/2010,6030
57440,EXPRESS AIR,30-07-2010,6031
57889,REGULAR AIR,11/4/2010,6032
58564,REGULAR AIR,13-11-2012,6033
59072,EXPRESS AIR,27-05-2009,6034
59072,REGULAR AIR,26-05-2009,6035
59072,REGULAR AIR,27-05-2009,6036
59652,REGULAR AIR,29-01-2011,6037
59783,REGULAR AIR,24-08-2010,6038
195,REGULAR AIR,29-12-2010,6039
224,REGULAR AIR,18-06-2009,6040
263,REGULAR AIR,17-05-2009,6041
353,REGULAR AIR,1/4/2011,6042
417,DELIVERY TRUCK,6/2/2009,6043
417,REGULAR AIR,7/2/2009,6044
448,REGULAR AIR,22-08-2011,6045
871,REGULAR AIR,14-11-2011,6046
929,REGULAR AIR,4/10/2012,6047
929,REGULAR AIR,3/10/2012,6048
967,REGULAR AIR,22-06-2012,6049
967,REGULAR AIR,21-06-2012,6050
967,DELIVERY TRUCK,23-06-2012,6051
1411,REGULAR AIR,22-12-2009,6052
1575,REGULAR AIR,14-09-2011,6053
1637,EXPRESS AIR,7/2/2011,6054
1637,REGULAR AIR,7/2/2011,6055
1637,REGULAR AIR,9/2/2011,6056
1888,DELIVERY TRUCK,30-10-2010,6057
1888,REGULAR AIR,31-10-2010,6058
2052,REGULAR AIR,14-04-2012,6059
2055,REGULAR AIR,5/9/2010,6060
2309,REGULAR AIR,5/9/2011,6061
2341,REGULAR AIR,5/6/2010,6062
2436,EXPRESS AIR,13-09-2011,6063
2500,REGULAR AIR,16-08-2012,6064
2535,REGULAR AIR,26-05-2010,6065
2658,REGULAR AIR,23-09-2011,6066
2658,EXPRESS AIR,22-09-2011,6067
2725,EXPRESS AIR,21-05-2009,6068
2756,REGULAR AIR,18-04-2009,6069
2756,REGULAR AIR,17-04-2009,6070
2853,EXPRESS AIR,7/5/2009,6071
2914,REGULAR AIR,3/3/2010,6072
2978,REGULAR AIR,4/5/2011,6073
3008,REGULAR AIR,8/11/2011,6074
3042,REGULAR AIR,21-11-2009,6075
3078,REGULAR AIR,12/2/2010,6076
3175,REGULAR AIR,16-07-2009,6077
3300,REGULAR AIR,19-07-2011,6078
3328,DELIVERY TRUCK,25-11-2012,6079
3525,REGULAR AIR,23-12-2011,6080
3526,REGULAR AIR,17-03-2011,6081
3621,REGULAR AIR,6/5/2010,6082
3649,REGULAR AIR,10/7/2009,6083
3649,REGULAR AIR,14-07-2009,6084
3814,EXPRESS AIR,27-02-2011,6085
3911,REGULAR AIR,16-03-2011,6086
4134,DELIVERY TRUCK,13-01-2011,6087
4134,REGULAR AIR,11/1/2011,6088
4230,REGULAR AIR,4/3/2012,6089
4230,EXPRESS AIR,5/3/2012,6090
4324,REGULAR AIR,18-07-2011,6091
4581,REGULAR AIR,5/9/2012,6092
4706,REGULAR AIR,30-12-2012,6093
4738,REGULAR AIR,8/4/2012,6094
4771,DELIVERY TRUCK,15-12-2012,6095
4804,REGULAR AIR,28-01-2012,6096
4870,DELIVERY TRUCK,6/8/2009,6097
4931,REGULAR AIR,16-11-2009,6098
4931,REGULAR AIR,18-11-2009,6099
5094,REGULAR AIR,30-03-2010,6100
5188,REGULAR AIR,4/3/2011,6101
5189,REGULAR AIR,2/12/2010,6102
5408,REGULAR AIR,27-07-2012,6103
5408,REGULAR AIR,29-07-2012,6104
5472,REGULAR AIR,12/4/2010,6105
5472,REGULAR AIR,14-04-2010,6106
5702,REGULAR AIR,8/9/2010,6107
5958,REGULAR AIR,17-09-2011,6108
5958,DELIVERY TRUCK,15-09-2011,6109
5984,REGULAR AIR,22-06-2009,6110
5984,REGULAR AIR,19-06-2009,6111
5989,REGULAR AIR,16-10-2011,6112
5989,REGULAR AIR,15-10-2011,6113
5990,REGULAR AIR,8/4/2010,6114
6054,EXPRESS AIR,10/9/2011,6115
6054,EXPRESS AIR,13-09-2011,6116
6531,REGULAR AIR,19-07-2010,6117
6564,REGULAR AIR,21-01-2011,6118
6566,REGULAR AIR,21-05-2011,6119
6693,REGULAR AIR,26-05-2012,6120
6753,REGULAR AIR,28-09-2010,6121
6788,EXPRESS AIR,6/8/2011,6122
6788,REGULAR AIR,5/8/2011,6123
6880,REGULAR AIR,27-05-2009,6124
6886,REGULAR AIR,20-01-2012,6125
7042,DELIVERY TRUCK,10/1/2012,6126
7043,REGULAR AIR,26-01-2009,6127
7174,REGULAR AIR,12/3/2012,6128
7812,REGULAR AIR,27-04-2011,6129
7812,DELIVERY TRUCK,22-04-2011,6130
7840,REGULAR AIR,12/1/2011,6131
7938,DELIVERY TRUCK,15-03-2010,6132
8001,REGULAR AIR,21-11-2010,6133
8101,DELIVERY TRUCK,6/3/2010,6134
8101,REGULAR AIR,6/3/2010,6135
8161,REGULAR AIR,5/6/2009,6136
8320,EXPRESS AIR,21-09-2009,6137
8325,DELIVERY TRUCK,16-01-2009,6138
8325,REGULAR AIR,17-01-2009,6139
8576,EXPRESS AIR,11/1/2009,6140
8582,REGULAR AIR,20-11-2010,6141
8832,REGULAR AIR,6/2/2012,6142
8901,EXPRESS AIR,27-08-2011,6143
8930,REGULAR AIR,21-05-2009,6144
8999,REGULAR AIR,14-06-2009,6145
9091,REGULAR AIR,12/11/2010,6146
9092,EXPRESS AIR,25-07-2009,6147
9092,REGULAR AIR,25-07-2009,6148
9093,REGULAR AIR,9/12/2011,6149
9251,DELIVERY TRUCK,31-08-2010,6150
9344,REGULAR AIR,8/12/2011,6151
9344,REGULAR AIR,6/12/2011,6152
9824,EXPRESS AIR,24-01-2011,6153
9824,REGULAR AIR,24-01-2011,6154
10052,REGULAR AIR,8/9/2009,6155
10052,REGULAR AIR,9/9/2009,6156
10080,REGULAR AIR,19-02-2010,6157
10117,EXPRESS AIR,17-11-2010,6158
10117,REGULAR AIR,18-11-2010,6159
10146,REGULAR AIR,6/5/2009,6160
10277,REGULAR AIR,8/4/2009,6161
10305,REGULAR AIR,12/7/2009,6162
10339,REGULAR AIR,15-10-2011,6163
10466,REGULAR AIR,26-12-2012,6164
10562,REGULAR AIR,12/11/2009,6165
10563,REGULAR AIR,30-09-2010,6166
10563,REGULAR AIR,1/10/2010,6167
10658,REGULAR AIR,31-08-2009,6168
10658,REGULAR AIR,27-08-2009,6169
10658,REGULAR AIR,3/9/2009,6170
10662,REGULAR AIR,21-05-2011,6171
10948,REGULAR AIR,13-08-2012,6172
11014,REGULAR AIR,9/9/2010,6173
11077,DELIVERY TRUCK,24-03-2009,6174
11174,REGULAR AIR,10/4/2009,6175
11236,REGULAR AIR,30-10-2010,6176
11680,REGULAR AIR,6/9/2009,6177
11682,REGULAR AIR,11/7/2010,6178
11714,DELIVERY TRUCK,5/8/2009,6179
11714,REGULAR AIR,5/8/2009,6180
11748,DELIVERY TRUCK,3/6/2009,6181
11780,REGULAR AIR,22-09-2010,6182
12007,REGULAR AIR,29-09-2009,6183
12039,REGULAR AIR,18-06-2010,6184
12066,REGULAR AIR,7/2/2011,6185
12262,DELIVERY TRUCK,15-12-2011,6186
12486,DELIVERY TRUCK,21-02-2011,6187
12486,REGULAR AIR,21-02-2011,6188
12612,REGULAR AIR,21-12-2010,6189
12612,EXPRESS AIR,26-12-2010,6190
12706,DELIVERY TRUCK,21-11-2009,6191
12708,EXPRESS AIR,12/1/2010,6192
12930,REGULAR AIR,25-11-2011,6193
12965,REGULAR AIR,26-06-2010,6194
13090,REGULAR AIR,27-07-2010,6195
13157,REGULAR AIR,12/2/2012,6196
13218,REGULAR AIR,17-05-2009,6197
13218,REGULAR AIR,18-05-2009,6198
13314,EXPRESS AIR,15-05-2009,6199
13536,REGULAR AIR,20-08-2009,6200
13569,EXPRESS AIR,12/4/2011,6201
13569,REGULAR AIR,11/4/2011,6202
13570,REGULAR AIR,3/12/2012,6203
13570,REGULAR AIR,2/12/2012,6204
13602,DELIVERY TRUCK,18-01-2009,6205
13602,REGULAR AIR,13-01-2009,6206
13668,REGULAR AIR,26-02-2012,6207
13958,REGULAR AIR,1/2/2010,6208
13991,REGULAR AIR,8/3/2012,6209
13991,REGULAR AIR,7/3/2012,6210
14048,REGULAR AIR,17-05-2010,6211
14048,REGULAR AIR,19-05-2010,6212
14311,REGULAR AIR,2/8/2009,6213
14434,DELIVERY TRUCK,17-02-2011,6214
14630,REGULAR AIR,16-10-2012,6215
14851,REGULAR AIR,12/5/2012,6216
14851,REGULAR AIR,13-05-2012,6217
14950,REGULAR AIR,26-09-2010,6218
14981,REGULAR AIR,27-10-2010,6219
14981,DELIVERY TRUCK,28-10-2010,6220
15105,REGULAR AIR,10/11/2009,6221
15111,REGULAR AIR,19-12-2009,6222
15202,EXPRESS AIR,11/7/2010,6223
15206,DELIVERY TRUCK,9/11/2010,6224
15616,EXPRESS AIR,24-03-2012,6225
15616,REGULAR AIR,25-03-2012,6226
15654,DELIVERY TRUCK,4/10/2009,6227
16102,DELIVERY TRUCK,15-12-2009,6228
16229,REGULAR AIR,30-03-2009,6229
16356,EXPRESS AIR,3/8/2011,6230
16481,REGULAR AIR,23-02-2011,6231
16481,DELIVERY TRUCK,23-02-2011,6232
16641,DELIVERY TRUCK,11/5/2010,6233
16642,REGULAR AIR,4/3/2011,6234
16709,REGULAR AIR,8/10/2012,6235
16992,REGULAR AIR,13-12-2010,6236
16995,REGULAR AIR,20-12-2010,6237
17093,DELIVERY TRUCK,13-02-2012,6238
17510,REGULAR AIR,31-10-2012,6239
17542,REGULAR AIR,2/9/2010,6240
17568,REGULAR AIR,9/10/2010,6241
17571,REGULAR AIR,16-03-2012,6242
17571,EXPRESS AIR,17-03-2012,6243
17636,REGULAR AIR,8/2/2009,6244
17669,REGULAR AIR,30-04-2009,6245
17700,REGULAR AIR,28-10-2012,6246
17701,REGULAR AIR,22-05-2012,6247
17799,REGULAR AIR,22-09-2012,6248
18275,REGULAR AIR,14-01-2012,6249
18336,EXPRESS AIR,24-04-2009,6250
18402,DELIVERY TRUCK,5/9/2009,6251
18402,REGULAR AIR,29-08-2009,6252
18466,REGULAR AIR,30-05-2012,6253
18466,EXPRESS AIR,21-05-2012,6254
18530,REGULAR AIR,31-12-2010,6255
18530,REGULAR AIR,2/1/2011,6256
18790,DELIVERY TRUCK,13-02-2009,6257
18819,REGULAR AIR,27-02-2009,6258
18849,REGULAR AIR,7/8/2012,6259
18855,REGULAR AIR,18-09-2009,6260
19040,REGULAR AIR,20-12-2011,6261
19041,REGULAR AIR,30-07-2011,6262
19041,REGULAR AIR,4/8/2011,6263
19047,REGULAR AIR,29-01-2009,6264
19047,REGULAR AIR,30-01-2009,6265
19143,DELIVERY TRUCK,5/11/2012,6266
19264,REGULAR AIR,1/10/2011,6267
19264,REGULAR AIR,30-09-2011,6268
19296,EXPRESS AIR,12/4/2010,6269
19299,REGULAR AIR,20-03-2009,6270
19429,DELIVERY TRUCK,24-08-2009,6271
19430,REGULAR AIR,15-11-2010,6272
19524,REGULAR AIR,15-01-2010,6273
19556,DELIVERY TRUCK,16-01-2011,6274
19556,REGULAR AIR,10/1/2011,6275
19556,REGULAR AIR,27-01-2011,6276
19815,REGULAR AIR,28-03-2010,6277
20096,DELIVERY TRUCK,24-08-2012,6278
20132,DELIVERY TRUCK,24-05-2010,6279
20225,REGULAR AIR,2/8/2010,6280
20325,DELIVERY TRUCK,5/7/2010,6281
20325,REGULAR AIR,6/7/2010,6282
20450,DELIVERY TRUCK,10/12/2012,6283
20519,REGULAR AIR,11/4/2009,6284
20679,REGULAR AIR,14-08-2010,6285
20706,EXPRESS AIR,14-07-2009,6286
20898,REGULAR AIR,1/11/2011,6287
20995,DELIVERY TRUCK,28-03-2012,6288
21159,EXPRESS AIR,11/6/2011,6289
21191,REGULAR AIR,14-11-2012,6290
21286,EXPRESS AIR,17-05-2009,6291
21346,REGULAR AIR,7/6/2011,6292
21475,REGULAR AIR,22-02-2011,6293
21475,DELIVERY TRUCK,21-02-2011,6294
21539,REGULAR AIR,10/7/2010,6295
21539,REGULAR AIR,9/7/2010,6296
21639,REGULAR AIR,4/2/2011,6297
21639,REGULAR AIR,3/2/2011,6298
21639,REGULAR AIR,2/2/2011,6299
21760,REGULAR AIR,31-01-2011,6300
21827,REGULAR AIR,11/11/2012,6301
21827,EXPRESS AIR,10/11/2012,6302
21927,DELIVERY TRUCK,11/12/2011,6303
21988,DELIVERY TRUCK,30-03-2010,6304
22083,EXPRESS AIR,19-02-2009,6305
22402,REGULAR AIR,28-05-2009,6306
22433,REGULAR AIR,5/3/2011,6307
22465,DELIVERY TRUCK,22-07-2012,6308
22466,DELIVERY TRUCK,4/4/2012,6309
22466,REGULAR AIR,4/4/2012,6310
22497,DELIVERY TRUCK,29-04-2012,6311
22627,DELIVERY TRUCK,3/4/2010,6312
22752,REGULAR AIR,12/12/2012,6313
22848,REGULAR AIR,11/12/2011,6314
22848,DELIVERY TRUCK,12/12/2011,6315
22848,REGULAR AIR,12/12/2011,6316
22850,REGULAR AIR,1/5/2011,6317
22912,EXPRESS AIR,20-10-2010,6318
22913,EXPRESS AIR,26-06-2010,6319
22913,DELIVERY TRUCK,28-06-2010,6320
22913,REGULAR AIR,26-06-2010,6321
22914,REGULAR AIR,14-01-2012,6322
23042,REGULAR AIR,27-04-2009,6323
23168,EXPRESS AIR,22-09-2010,6324
23235,REGULAR AIR,7/7/2011,6325
23238,DELIVERY TRUCK,2/4/2010,6326
23297,REGULAR AIR,4/7/2012,6327
23301,REGULAR AIR,20-04-2011,6328
23329,REGULAR AIR,19-01-2011,6329
23329,REGULAR AIR,30-12-2010,6330
23366,REGULAR AIR,21-11-2010,6331
23366,REGULAR AIR,19-11-2010,6332
23395,REGULAR AIR,29-10-2012,6333
23488,REGULAR AIR,8/1/2009,6334
23555,REGULAR AIR,12/12/2012,6335
23617,EXPRESS AIR,7/5/2011,6336
23652,REGULAR AIR,30-08-2009,6337
23680,DELIVERY TRUCK,7/11/2010,6338
23719,REGULAR AIR,27-07-2010,6339
23778,REGULAR AIR,17-07-2009,6340
23808,REGULAR AIR,14-02-2009,6341
23808,REGULAR AIR,9/2/2009,6342
23877,REGULAR AIR,12/7/2009,6343
23877,EXPRESS AIR,14-07-2009,6344
24003,REGULAR AIR,31-10-2009,6345
24548,EXPRESS AIR,15-03-2011,6346
24610,DELIVERY TRUCK,20-01-2010,6347
24677,REGULAR AIR,7/3/2012,6348
25027,DELIVERY TRUCK,18-12-2009,6349
25157,REGULAR AIR,27-05-2010,6350
25378,REGULAR AIR,20-12-2011,6351
25445,REGULAR AIR,27-05-2009,6352
25476,REGULAR AIR,4/10/2012,6353
25476,REGULAR AIR,3/10/2012,6354
25797,REGULAR AIR,3/9/2012,6355
25889,REGULAR AIR,10/6/2010,6356
25986,REGULAR AIR,23-06-2012,6357
26021,REGULAR AIR,16-09-2012,6358
26055,REGULAR AIR,26-11-2012,6359
26274,REGULAR AIR,13-06-2012,6360
26306,DELIVERY TRUCK,3/11/2012,6361
26437,EXPRESS AIR,29-11-2011,6362
26437,REGULAR AIR,30-11-2011,6363
26464,REGULAR AIR,11/12/2011,6364
26464,REGULAR AIR,12/12/2011,6365
26631,REGULAR AIR,1/11/2010,6366
26689,REGULAR AIR,2/10/2009,6367
26786,REGULAR AIR,8/4/2010,6368
26976,REGULAR AIR,21-05-2011,6369
26976,REGULAR AIR,22-05-2011,6370
26976,EXPRESS AIR,21-05-2011,6371
27169,REGULAR AIR,12/9/2011,6372
27363,REGULAR AIR,20-10-2011,6373
27524,REGULAR AIR,3/2/2010,6374
27554,DELIVERY TRUCK,12/3/2011,6375
27712,REGULAR AIR,11/3/2010,6376
27715,REGULAR AIR,21-09-2011,6377
27744,REGULAR AIR,4/8/2010,6378
27745,DELIVERY TRUCK,24-09-2010,6379
27936,DELIVERY TRUCK,9/7/2011,6380
28007,REGULAR AIR,9/4/2010,6381
28129,REGULAR AIR,27-01-2012,6382
28224,REGULAR AIR,20-12-2012,6383
28354,REGULAR AIR,1/4/2009,6384
28387,REGULAR AIR,30-06-2012,6385
28485,REGULAR AIR,12/1/2012,6386
28643,REGULAR AIR,28-04-2010,6387
28737,REGULAR AIR,5/10/2011,6388
28807,EXPRESS AIR,1/4/2011,6389
28832,EXPRESS AIR,25-09-2010,6390
28832,REGULAR AIR,26-09-2010,6391
28933,REGULAR AIR,10/7/2009,6392
29090,REGULAR AIR,17-01-2012,6393
29090,REGULAR AIR,16-01-2012,6394
29221,REGULAR AIR,1/6/2012,6395
29284,DELIVERY TRUCK,12/4/2009,6396
29505,EXPRESS AIR,28-12-2012,6397
29831,DELIVERY TRUCK,30-03-2012,6398
30720,REGULAR AIR,4/10/2012,6399
30720,EXPRESS AIR,4/10/2012,6400
30759,REGULAR AIR,10/5/2009,6401
30848,DELIVERY TRUCK,3/5/2011,6402
30885,REGULAR AIR,22-06-2010,6403
30887,REGULAR AIR,7/7/2010,6404
31233,REGULAR AIR,28-09-2011,6405
31233,REGULAR AIR,26-09-2011,6406
31233,REGULAR AIR,3/10/2011,6407
31461,REGULAR AIR,29-06-2011,6408
31524,DELIVERY TRUCK,28-06-2011,6409
31590,REGULAR AIR,6/6/2010,6410
31590,REGULAR AIR,7/6/2010,6411
31619,REGULAR AIR,24-09-2009,6412
31619,REGULAR AIR,19-09-2009,6413
31715,REGULAR AIR,10/1/2009,6414
31715,REGULAR AIR,9/1/2009,6415
32099,REGULAR AIR,5/5/2010,6416
32129,REGULAR AIR,3/7/2011,6417
32129,DELIVERY TRUCK,4/7/2011,6418
32291,REGULAR AIR,5/11/2009,6419
32291,REGULAR AIR,6/11/2009,6420
32902,DELIVERY TRUCK,5/3/2012,6421
32902,REGULAR AIR,5/3/2012,6422
32932,REGULAR AIR,13-01-2010,6423
33095,REGULAR AIR,17-02-2009,6424
33095,REGULAR AIR,16-02-2009,6425
33126,EXPRESS AIR,13-11-2011,6426
33126,REGULAR AIR,14-11-2011,6427
33222,REGULAR AIR,21-06-2012,6428
33222,DELIVERY TRUCK,20-06-2012,6429
33317,REGULAR AIR,13-05-2009,6430
33317,REGULAR AIR,12/5/2009,6431
33317,REGULAR AIR,11/5/2009,6432
33445,DELIVERY TRUCK,7/8/2012,6433
33445,REGULAR AIR,4/8/2012,6434
33604,REGULAR AIR,20-08-2011,6435
33696,REGULAR AIR,9/5/2009,6436
33702,EXPRESS AIR,3/9/2012,6437
33923,REGULAR AIR,11/1/2009,6438
33924,DELIVERY TRUCK,20-10-2012,6439
33987,REGULAR AIR,26-10-2011,6440
34243,REGULAR AIR,13-02-2011,6441
34243,EXPRESS AIR,12/2/2011,6442
34279,DELIVERY TRUCK,30-03-2012,6443
34406,REGULAR AIR,29-09-2012,6444
34597,EXPRESS AIR,18-12-2010,6445
34980,REGULAR AIR,4/8/2010,6446
34980,EXPRESS AIR,4/8/2010,6447
35361,EXPRESS AIR,7/4/2009,6448
35361,REGULAR AIR,7/4/2009,6449
35587,REGULAR AIR,11/11/2011,6450
35780,REGULAR AIR,19-01-2011,6451
35814,REGULAR AIR,28-03-2012,6452
35938,DELIVERY TRUCK,19-11-2012,6453
35938,REGULAR AIR,18-11-2012,6454
35968,REGULAR AIR,5/3/2012,6455
36033,EXPRESS AIR,19-12-2009,6456
36067,EXPRESS AIR,6/7/2009,6457
36160,EXPRESS AIR,29-11-2012,6458
36196,REGULAR AIR,8/8/2011,6459
36356,DELIVERY TRUCK,27-12-2011,6460
36356,REGULAR AIR,27-12-2011,6461
36647,REGULAR AIR,1/7/2009,6462
36647,REGULAR AIR,3/7/2009,6463
36832,REGULAR AIR,8/6/2012,6464
36832,EXPRESS AIR,6/6/2012,6465
