"Order_ID";"Ship_Mode";"Ship_Date";"Ship_id";"ship_date_trimmed";"dd";"mm";"yyyy";"ddmmyyyy"
49760;"EXPRESS AIR";"03-10-2011";5437;"03-10-2011";"03";"10";"2011";"03-10-2011"
49830;"REGULAR AIR";"11-07-2009";5438;"11-07-2009";"11";"07";"2009";"11-07-2009"
50147;"REGULAR AIR";"09-10-2009";5439;"09-10-2009";"09";"10";"2009";"09-10-2009"
50147;"REGULAR AIR";"08-10-2009";5440;"08-10-2009";"08";"10";"2009";"08-10-2009"
50304;"REGULAR AIR";"02-02-2010";5441;"02-02-2010";"02";"02";"2010";"02-02-2010"
50304;"DELIVERY TRUCK";"02-02-2010";5442;"02-02-2010";"02";"02";"2010";"02-02-2010"
50756;"REGULAR AIR";"10-09-2010";5443;"10-09-2010";"10";"09";"2010";"10-09-2010"
50756;"REGULAR AIR";"09-09-2010";5444;"09-09-2010";"09";"09";"2010";"09-09-2010"
51201;"REGULAR AIR";"16-12-2011";5445;"16-12-2011";"16";"12";"2011";"16-12-2011"
51554;"DELIVERY TRUCK";"28-03-2009";5446;"28-03-2009";"28";"03";"2009";"28-03-2009"
51554;"REGULAR AIR";"27-03-2009";5447;"27-03-2009";"27";"03";"2009";"27-03-2009"
52197;"REGULAR AIR";"05-08-2012";5448;"05-08-2012";"05";"08";"2012";"05-08-2012"
52197;"REGULAR AIR";"06-08-2012";5449;"06-08-2012";"06";"08";"2012";"06-08-2012"
52615;"REGULAR AIR";"23-10-2009";5450;"23-10-2009";"23";"10";"2009";"23-10-2009"
52678;"DELIVERY TRUCK";"31-07-2012";5451;"31-07-2012";"31";"07";"2012";"31-07-2012"
55621;"REGULAR AIR";"17-03-2011";5452;"17-03-2011";"17";"03";"2011";"17-03-2011"
55621;"REGULAR AIR";"22-03-2011";5453;"22-03-2011";"22";"03";"2011";"22-03-2011"
56423;"EXPRESS AIR";"26-12-2011";5454;"26-12-2011";"26";"12";"2011";"26-12-2011"
56423;"REGULAR AIR";"26-12-2011";5455;"26-12-2011";"26";"12";"2011";"26-12-2011"
56644;"REGULAR AIR";"30-11-2012";5456;"30-11-2012";"30";"11";"2012";"30-11-2012"
57280;"EXPRESS AIR";"01-02-2012";5457;"01-02-2012";"01";"02";"2012";"01-02-2012"
57478;"REGULAR AIR";"04-10-2010";5458;"04-10-2010";"04";"10";"2010";"04-10-2010"
57510;"REGULAR AIR";"10-12-2011";5459;"10-12-2011";"10";"12";"2011";"10-12-2011"
57767;"REGULAR AIR";"13-04-2012";5460;"13-04-2012";"13";"04";"2012";"13-04-2012"
57799;"DELIVERY TRUCK";"02-09-2011";5461;"02-09-2011";"02";"09";"2011";"02-09-2011"
58595;"EXPRESS AIR";"30-08-2010";5462;"30-08-2010";"30";"08";"2010";"30-08-2010"
58755;"REGULAR AIR";"05-12-2011";5463;"05-12-2011";"05";"12";"2011";"05-12-2011"
58755;"REGULAR AIR";"12-12-2011";5464;"12-12-2011";"12";"12";"2011";"12-12-2011"
59008;"DELIVERY TRUCK";"29-09-2010";5465;"29-09-2010";"29";"09";"2010";"29-09-2010"
59205;"REGULAR AIR";"02-11-2011";5466;"02-11-2011";"02";"11";"2011";"02-11-2011"
59491;"REGULAR AIR";"25-03-2012";5467;"25-03-2012";"25";"03";"2012";"25-03-2012"
59491;"REGULAR AIR";"24-03-2012";5468;"24-03-2012";"24";"03";"2012";"24-03-2012"
59491;"REGULAR AIR";"26-03-2012";5469;"26-03-2012";"26";"03";"2012";"26-03-2012"
59776;"EXPRESS AIR";"13-03-2009";5470;"13-03-2009";"13";"03";"2009";"13-03-2009"
59776;"DELIVERY TRUCK";"13-03-2009";5471;"13-03-2009";"13";"03";"2009";"13-03-2009"
59809;"REGULAR AIR";"10-03-2011";5472;"10-03-2011";"10";"03";"2011";"10-03-2011"
59809;"REGULAR AIR";"09-03-2011";5473;"09-03-2011";"09";"03";"2011";"09-03-2011"
59943;"REGULAR AIR";"10-06-2010";5474;"10-06-2010";"10";"06";"2010";"10-06-2010"
292;"REGULAR AIR";"13-01-2012";5475;"13-01-2012";"13";"01";"2012";"13-01-2012"
2817;"REGULAR AIR";"19-04-2009";5476;"19-04-2009";"19";"04";"2009";"19-04-2009"
2817;"REGULAR AIR";"20-04-2009";5477;"20-04-2009";"20";"04";"2009";"20-04-2009"
2852;"REGULAR AIR";"15-01-2010";5478;"15-01-2010";"15";"01";"2010";"15-01-2010"
2852;"REGULAR AIR";"16-01-2010";5479;"16-01-2010";"16";"01";"2010";"16-01-2010"
4359;"REGULAR AIR";"04-03-2010";5480;"04-03-2010";"04";"03";"2010";"04-03-2010"
8293;"REGULAR AIR";"14-08-2012";5481;"14-08-2012";"14";"08";"2012";"14-08-2012"
9095;"REGULAR AIR";"12-06-2011";5482;"12-06-2011";"12";"06";"2011";"12-06-2011"
9254;"EXPRESS AIR";"16-05-2010";5483;"16-05-2010";"16";"05";"2010";"16-05-2010"
9829;"REGULAR AIR";"09-12-2011";5484;"09-12-2011";"09";"12";"2011";"09-12-2011"
9829;"REGULAR AIR";"10-12-2011";5485;"10-12-2011";"10";"12";"2011";"10-12-2011"
10528;"EXPRESS AIR";"15-09-2009";5486;"15-09-2009";"15";"09";"2009";"15-09-2009"
10754;"REGULAR AIR";"19-03-2010";5487;"19-03-2010";"19";"03";"2010";"19-03-2010"
11109;"REGULAR AIR";"16-03-2011";5488;"16-03-2011";"16";"03";"2011";"16-03-2011"
11426;"REGULAR AIR";"08-05-2009";5489;"08-05-2009";"08";"05";"2009";"08-05-2009"
12869;"REGULAR AIR";"28-01-2009";5490;"28-01-2009";"28";"01";"2009";"28-01-2009"
13094;"REGULAR AIR";"19-08-2010";5491;"19-08-2010";"19";"08";"2010";"19-08-2010"
14274;"DELIVERY TRUCK";"08-01-2009";5492;"08-01-2009";"08";"01";"2009";"08-01-2009"
14274;"EXPRESS AIR";"08-01-2009";5493;"08-01-2009";"08";"01";"2009";"08-01-2009"
14274;"REGULAR AIR";"07-01-2009";5494;"07-01-2009";"07";"01";"2009";"07-01-2009"
14530;"REGULAR AIR";"08-04-2009";5495;"08-04-2009";"08";"04";"2009";"08-04-2009"
14530;"REGULAR AIR";"06-04-2009";5496;"06-04-2009";"06";"04";"2009";"06-04-2009"
15462;"REGULAR AIR";"27-02-2011";5497;"27-02-2011";"27";"02";"2011";"27-02-2011"
15715;"REGULAR AIR";"18-10-2012";5498;"18-10-2012";"18";"10";"2012";"18-10-2012"
16128;"REGULAR AIR";"08-05-2011";5499;"08-05-2011";"08";"05";"2011";"08-05-2011"
16579;"REGULAR AIR";"13-12-2010";5500;"13-12-2010";"13";"12";"2010";"13-12-2010"
16935;"REGULAR AIR";"16-12-2012";5501;"16-12-2012";"16";"12";"2012";"16-12-2012"
16935;"EXPRESS AIR";"17-12-2012";5502;"17-12-2012";"17";"12";"2012";"17-12-2012"
18946;"REGULAR AIR";"04-05-2010";5503;"04-05-2010";"04";"05";"2010";"04-05-2010"
19361;"REGULAR AIR";"25-09-2012";5504;"25-09-2012";"25";"09";"2012";"25-09-2012"
20292;"REGULAR AIR";"08-11-2012";5505;"08-11-2012";"08";"11";"2012";"08-11-2012"
20292;"REGULAR AIR";"09-11-2012";5506;"09-11-2012";"09";"11";"2012";"09-11-2012"
21635;"REGULAR AIR";"02-12-2009";5507;"02-12-2009";"02";"12";"2009";"02-12-2009"
21860;"EXPRESS AIR";"29-04-2012";5508;"29-04-2012";"29";"04";"2012";"29-04-2012"
22882;"REGULAR AIR";"15-09-2010";5509;"15-09-2010";"15";"09";"2010";"15-09-2010"
24775;"DELIVERY TRUCK";"19-02-2012";5510;"19-02-2012";"19";"02";"2012";"19-02-2012"
24775;"REGULAR AIR";"18-02-2012";5511;"18-02-2012";"18";"02";"2012";"18-02-2012"
25120;"REGULAR AIR";"06-02-2009";5512;"06-02-2009";"06";"02";"2009";"06-02-2009"
25120;"REGULAR AIR";"05-02-2009";5513;"05-02-2009";"05";"02";"2009";"05-02-2009"
25120;"REGULAR AIR";"07-02-2009";5514;"07-02-2009";"07";"02";"2009";"07-02-2009"
25440;"DELIVERY TRUCK";"06-02-2009";5515;"06-02-2009";"06";"02";"2009";"06-02-2009"
25799;"REGULAR AIR";"27-02-2011";5516;"27-02-2011";"27";"02";"2011";"27-02-2011"
25831;"REGULAR AIR";"16-09-2009";5517;"16-09-2009";"16";"09";"2009";"16-09-2009"
28545;"REGULAR AIR";"24-08-2011";5518;"24-08-2011";"24";"08";"2011";"24-08-2011"
28929;"REGULAR AIR";"10-10-2012";5519;"10-10-2012";"10";"10";"2012";"10-10-2012"
28929;"REGULAR AIR";"11-10-2012";5520;"11-10-2012";"11";"10";"2012";"11-10-2012"
30083;"REGULAR AIR";"09-01-2009";5521;"09-01-2009";"09";"01";"2009";"09-01-2009"
30944;"REGULAR AIR";"23-06-2011";5522;"23-06-2011";"23";"06";"2011";"23-06-2011"
33350;"REGULAR AIR";"21-07-2009";5523;"21-07-2009";"21";"07";"2009";"21-07-2009"
34660;"REGULAR AIR";"04-09-2011";5524;"04-09-2011";"04";"09";"2011";"04-09-2011"
34660;"REGULAR AIR";"05-09-2011";5525;"05-09-2011";"05";"09";"2011";"05-09-2011"
35425;"REGULAR AIR";"30-03-2010";5526;"30-03-2010";"30";"03";"2010";"30-03-2010"
37350;"REGULAR AIR";"21-05-2012";5527;"21-05-2012";"21";"05";"2012";"21-05-2012"
37765;"EXPRESS AIR";"29-11-2012";5528;"29-11-2012";"29";"11";"2012";"29-11-2012"
37765;"REGULAR AIR";"28-11-2012";5529;"28-11-2012";"28";"11";"2012";"28-11-2012"
37765;"DELIVERY TRUCK";"29-11-2012";5530;"29-11-2012";"29";"11";"2012";"29-11-2012"
38050;"EXPRESS AIR";"27-10-2010";5531;"27-10-2010";"27";"10";"2010";"27-10-2010"
38050;"REGULAR AIR";"28-10-2010";5532;"28-10-2010";"28";"10";"2010";"28-10-2010"
39043;"REGULAR AIR";"23-12-2010";5533;"23-12-2010";"23";"12";"2010";"23-12-2010"
39043;"EXPRESS AIR";"23-12-2010";5534;"23-12-2010";"23";"12";"2010";"23-12-2010"
40388;"REGULAR AIR";"26-07-2012";5535;"26-07-2012";"26";"07";"2012";"26-07-2012"
42309;"REGULAR AIR";"08-08-2009";5536;"08-08-2009";"08";"08";"2009";"08-08-2009"
42309;"REGULAR AIR";"11-08-2009";5537;"11-08-2009";"11";"08";"2009";"11-08-2009"
42727;"DELIVERY TRUCK";"30-04-2011";5538;"30-04-2011";"30";"04";"2011";"30-04-2011"
42727;"REGULAR AIR";"30-04-2011";5539;"30-04-2011";"30";"04";"2011";"30-04-2011"
43363;"DELIVERY TRUCK";"07-09-2011";5540;"07-09-2011";"07";"09";"2011";"07-09-2011"
43556;"REGULAR AIR";"27-07-2012";5541;"27-07-2012";"27";"07";"2012";"27-07-2012"
45156;"REGULAR AIR";"12-02-2011";5542;"12-02-2011";"12";"02";"2011";"12-02-2011"
45156;"REGULAR AIR";"19-02-2011";5543;"19-02-2011";"19";"02";"2011";"19-02-2011"
45156;"REGULAR AIR";"17-02-2011";5544;"17-02-2011";"17";"02";"2011";"17-02-2011"
45410;"REGULAR AIR";"24-08-2009";5545;"24-08-2009";"24";"08";"2009";"24-08-2009"
47014;"DELIVERY TRUCK";"15-05-2012";5546;"15-05-2012";"15";"05";"2012";"15-05-2012"
47942;"REGULAR AIR";"01-03-2010";5547;"01-03-2010";"01";"03";"2010";"01-03-2010"
47942;"EXPRESS AIR";"01-03-2010";5548;"01-03-2010";"01";"03";"2010";"01-03-2010"
47942;"EXPRESS AIR";"28-02-2010";5549;"28-02-2010";"28";"02";"2010";"28-02-2010"
48128;"EXPRESS AIR";"12-04-2012";5550;"12-04-2012";"12";"04";"2012";"12-04-2012"
48704;"REGULAR AIR";"10-01-2012";5551;"10-01-2012";"10";"01";"2012";"10-01-2012"
49155;"REGULAR AIR";"23-09-2010";5552;"23-09-2010";"23";"09";"2010";"23-09-2010"
49504;"REGULAR AIR";"16-11-2009";5553;"16-11-2009";"16";"11";"2009";"16-11-2009"
50016;"REGULAR AIR";"07-04-2009";5554;"07-04-2009";"07";"04";"2009";"07-04-2009"
50145;"REGULAR AIR";"27-02-2011";5555;"27-02-2011";"27";"02";"2011";"27-02-2011"
50145;"REGULAR AIR";"26-02-2011";5556;"26-02-2011";"26";"02";"2011";"26-02-2011"
50532;"REGULAR AIR";"16-08-2012";5557;"16-08-2012";"16";"08";"2012";"16-08-2012"
50532;"REGULAR AIR";"15-08-2012";5558;"15-08-2012";"15";"08";"2012";"15-08-2012"
51266;"REGULAR AIR";"27-03-2009";5559;"27-03-2009";"27";"03";"2009";"27-03-2009"
51266;"REGULAR AIR";"25-03-2009";5560;"25-03-2009";"25";"03";"2009";"25-03-2009"
51266;"REGULAR AIR";"26-03-2009";5561;"26-03-2009";"26";"03";"2009";"26-03-2009"
51266;"EXPRESS AIR";"27-03-2009";5562;"27-03-2009";"27";"03";"2009";"27-03-2009"
51426;"REGULAR AIR";"02-12-2010";5563;"02-12-2010";"02";"12";"2010";"02-12-2010"
55045;"REGULAR AIR";"22-11-2009";5564;"22-11-2009";"22";"11";"2009";"22-11-2009"
55234;"REGULAR AIR";"01-08-2010";5565;"01-08-2010";"01";"08";"2010";"01-08-2010"
55234;"REGULAR AIR";"30-07-2010";5566;"30-07-2010";"30";"07";"2010";"30-07-2010"
55683;"REGULAR AIR";"16-07-2012";5567;"16-07-2012";"16";"07";"2012";"16-07-2012"
55906;"REGULAR AIR";"28-11-2009";5568;"28-11-2009";"28";"11";"2009";"28-11-2009"
55906;"REGULAR AIR";"27-11-2009";5569;"27-11-2009";"27";"11";"2009";"27-11-2009"
56032;"REGULAR AIR";"19-12-2011";5570;"19-12-2011";"19";"12";"2011";"19-12-2011"
56032;"DELIVERY TRUCK";"21-12-2011";5571;"21-12-2011";"21";"12";"2011";"21-12-2011"
56103;"REGULAR AIR";"28-12-2010";5572;"28-12-2010";"28";"12";"2010";"28-12-2010"
130;"EXPRESS AIR";"09-05-2012";5573;"09-05-2012";"09";"05";"2012";"09-05-2012"
130;"REGULAR AIR";"08-05-2012";5574;"08-05-2012";"08";"05";"2012";"08-05-2012"
130;"REGULAR AIR";"10-05-2012";5575;"10-05-2012";"10";"05";"2012";"10-05-2012"
805;"REGULAR AIR";"06-07-2011";5576;"06-07-2011";"06";"07";"2011";"06-07-2011"
2240;"REGULAR AIR";"06-03-2012";5577;"06-03-2012";"06";"03";"2012";"06-03-2012"
2241;"REGULAR AIR";"12-05-2010";5578;"12-05-2010";"12";"05";"2010";"12-05-2010"
4674;"DELIVERY TRUCK";"19-04-2009";5579;"19-04-2009";"19";"04";"2009";"19-04-2009"
4737;"REGULAR AIR";"11-03-2010";5580;"11-03-2010";"11";"03";"2010";"11-03-2010"
5221;"REGULAR AIR";"10-06-2011";5581;"10-06-2011";"10";"06";"2011";"10-06-2011"
5568;"REGULAR AIR";"07-06-2011";5582;"07-06-2011";"07";"06";"2011";"07-06-2011"
6020;"REGULAR AIR";"23-09-2009";5583;"23-09-2009";"23";"09";"2009";"23-09-2009"
6112;"DELIVERY TRUCK";"23-08-2009";5584;"23-08-2009";"23";"08";"2009";"23-08-2009"
6112;"REGULAR AIR";"24-08-2009";5585;"24-08-2009";"24";"08";"2009";"24-08-2009"
6272;"REGULAR AIR";"01-03-2010";5586;"01-03-2010";"01";"03";"2010";"01-03-2010"
6272;"DELIVERY TRUCK";"01-03-2010";5587;"01-03-2010";"01";"03";"2010";"01-03-2010"
6272;"EXPRESS AIR";"01-03-2010";5588;"01-03-2010";"01";"03";"2010";"01-03-2010"
6501;"REGULAR AIR";"15-01-2012";5589;"15-01-2012";"15";"01";"2012";"15-01-2012"
6529;"REGULAR AIR";"28-11-2012";5590;"28-11-2012";"28";"11";"2012";"28-11-2012"
7171;"REGULAR AIR";"15-02-2011";5591;"15-02-2011";"15";"02";"2011";"15-02-2011"
7815;"REGULAR AIR";"23-01-2009";5592;"23-01-2009";"23";"01";"2009";"23-01-2009"
9921;"REGULAR AIR";"14-05-2011";5593;"14-05-2011";"14";"05";"2011";"14-05-2011"
10053;"REGULAR AIR";"13-01-2012";5594;"13-01-2012";"13";"01";"2012";"13-01-2012"
10053;"DELIVERY TRUCK";"12-01-2012";5595;"12-01-2012";"12";"01";"2012";"12-01-2012"
10309;"REGULAR AIR";"21-11-2009";5596;"21-11-2009";"21";"11";"2009";"21-11-2009"
10978;"DELIVERY TRUCK";"02-04-2009";5597;"02-04-2009";"02";"04";"2009";"02-04-2009"
10979;"REGULAR AIR";"06-10-2011";5598;"06-10-2011";"06";"10";"2011";"06-10-2011"
10979;"EXPRESS AIR";"06-10-2011";5599;"06-10-2011";"06";"10";"2011";"06-10-2011"
11108;"REGULAR AIR";"18-08-2012";5600;"18-08-2012";"18";"08";"2012";"18-08-2012"
12067;"REGULAR AIR";"04-02-2010";5601;"04-02-2010";"04";"02";"2010";"04-02-2010"
12067;"REGULAR AIR";"05-02-2010";5602;"05-02-2010";"05";"02";"2010";"05-02-2010"
12804;"REGULAR AIR";"28-05-2012";5603;"28-05-2012";"28";"05";"2012";"28-05-2012"
12804;"REGULAR AIR";"27-05-2012";5604;"27-05-2012";"27";"05";"2012";"27-05-2012"
12804;"EXPRESS AIR";"27-05-2012";5605;"27-05-2012";"27";"05";"2012";"27-05-2012"
13575;"EXPRESS AIR";"01-09-2012";5606;"01-09-2012";"01";"09";"2012";"01-09-2012"
13635;"REGULAR AIR";"02-05-2009";5607;"02-05-2009";"02";"05";"2009";"02-05-2009"
13635;"REGULAR AIR";"03-05-2009";5608;"03-05-2009";"03";"05";"2009";"03-05-2009"
14245;"REGULAR AIR";"12-02-2010";5609;"12-02-2010";"12";"02";"2010";"12-02-2010"
15904;"REGULAR AIR";"28-10-2009";5610;"28-10-2009";"28";"10";"2009";"28-10-2009"
15904;"EXPRESS AIR";"29-10-2009";5611;"29-10-2009";"29";"10";"2009";"29-10-2009"
16422;"REGULAR AIR";"10-10-2011";5612;"10-10-2011";"10";"10";"2011";"10-10-2011"
16422;"REGULAR AIR";"11-10-2011";5613;"11-10-2011";"11";"10";"2011";"11-10-2011"
17345;"REGULAR AIR";"04-08-2011";5614;"04-08-2011";"04";"08";"2011";"04-08-2011"
18208;"REGULAR AIR";"03-04-2012";5615;"03-04-2012";"03";"04";"2012";"03-04-2012"
18500;"DELIVERY TRUCK";"12-02-2012";5616;"12-02-2012";"12";"02";"2012";"12-02-2012"
18500;"REGULAR AIR";"12-02-2012";5617;"12-02-2012";"12";"02";"2012";"12-02-2012"
18500;"REGULAR AIR";"13-02-2012";5618;"13-02-2012";"13";"02";"2012";"13-02-2012"
18597;"REGULAR AIR";"27-09-2010";5619;"27-09-2010";"27";"09";"2010";"27-09-2010"
18822;"REGULAR AIR";"30-12-2010";5620;"30-12-2010";"30";"12";"2010";"30-12-2010"
19232;"REGULAR AIR";"17-07-2009";5621;"17-07-2009";"17";"07";"2009";"17-07-2009"
19232;"REGULAR AIR";"14-07-2009";5622;"14-07-2009";"14";"07";"2009";"14-07-2009"
19232;"DELIVERY TRUCK";"19-07-2009";5623;"19-07-2009";"19";"07";"2009";"19-07-2009"
19363;"REGULAR AIR";"06-07-2011";5624;"06-07-2011";"06";"07";"2011";"06-07-2011"
19363;"REGULAR AIR";"07-07-2011";5625;"07-07-2011";"07";"07";"2011";"07-07-2011"
19367;"REGULAR AIR";"22-04-2009";5626;"22-04-2009";"22";"04";"2009";"22-04-2009"
19911;"REGULAR AIR";"07-10-2011";5627;"07-10-2011";"07";"10";"2011";"07-10-2011"
19911;"DELIVERY TRUCK";"08-10-2011";5628;"08-10-2011";"08";"10";"2011";"08-10-2011"
19911;"REGULAR AIR";"06-10-2011";5629;"06-10-2011";"06";"10";"2011";"06-10-2011"
20517;"REGULAR AIR";"17-09-2010";5630;"17-09-2010";"17";"09";"2010";"17-09-2010"
21605;"DELIVERY TRUCK";"10-04-2012";5631;"10-04-2012";"10";"04";"2012";"10-04-2012"
21605;"REGULAR AIR";"10-04-2012";5632;"10-04-2012";"10";"04";"2012";"10-04-2012"
21830;"DELIVERY TRUCK";"18-01-2009";5633;"18-01-2009";"18";"01";"2009";"18-01-2009"
22147;"REGULAR AIR";"20-01-2009";5634;"20-01-2009";"20";"01";"2009";"20-01-2009"
22182;"REGULAR AIR";"06-09-2012";5635;"06-09-2012";"06";"09";"2012";"06-09-2012"
22182;"REGULAR AIR";"08-09-2012";5636;"08-09-2012";"08";"09";"2012";"08-09-2012"
22182;"EXPRESS AIR";"07-09-2012";5637;"07-09-2012";"07";"09";"2012";"07-09-2012"
22243;"REGULAR AIR";"16-01-2009";5638;"16-01-2009";"16";"01";"2009";"16-01-2009"
23104;"EXPRESS AIR";"10-04-2011";5639;"10-04-2011";"10";"04";"2011";"10-04-2011"
23104;"REGULAR AIR";"12-04-2011";5640;"12-04-2011";"12";"04";"2011";"12-04-2011"
23363;"REGULAR AIR";"05-06-2012";5641;"05-06-2012";"05";"06";"2012";"05-06-2012"
23559;"EXPRESS AIR";"25-07-2010";5642;"25-07-2010";"25";"07";"2010";"25-07-2010"
23559;"REGULAR AIR";"23-07-2010";5643;"23-07-2010";"23";"07";"2010";"23-07-2010"
24160;"REGULAR AIR";"02-02-2011";5644;"02-02-2011";"02";"02";"2011";"02-02-2011"
24193;"DELIVERY TRUCK";"16-03-2009";5645;"16-03-2009";"16";"03";"2009";"16-03-2009"
24193;"REGULAR AIR";"15-03-2009";5646;"15-03-2009";"15";"03";"2009";"15-03-2009"
24193;"REGULAR AIR";"16-03-2009";5647;"16-03-2009";"16";"03";"2009";"16-03-2009"
24352;"REGULAR AIR";"10-05-2010";5648;"10-05-2010";"10";"05";"2010";"10-05-2010"
24646;"REGULAR AIR";"16-04-2011";5649;"16-04-2011";"16";"04";"2011";"16-04-2011"
24646;"REGULAR AIR";"17-04-2011";5650;"17-04-2011";"17";"04";"2011";"17-04-2011"
24993;"REGULAR AIR";"13-03-2010";5651;"13-03-2010";"13";"03";"2010";"13-03-2010"
25060;"REGULAR AIR";"22-07-2009";5652;"22-07-2009";"22";"07";"2009";"22-07-2009"
25060;"DELIVERY TRUCK";"22-07-2009";5653;"22-07-2009";"22";"07";"2009";"22-07-2009"
25447;"REGULAR AIR";"24-05-2012";5654;"24-05-2012";"24";"05";"2012";"24-05-2012"
25447;"DELIVERY TRUCK";"26-05-2012";5655;"26-05-2012";"26";"05";"2012";"26-05-2012"
26214;"EXPRESS AIR";"21-11-2011";5656;"21-11-2011";"21";"11";"2011";"21-11-2011"
26214;"REGULAR AIR";"21-11-2011";5657;"21-11-2011";"21";"11";"2011";"21-11-2011"
26913;"REGULAR AIR";"01-10-2009";5658;"01-10-2009";"01";"10";"2009";"01-10-2009"
27265;"REGULAR AIR";"06-05-2012";5659;"06-05-2012";"06";"05";"2012";"06-05-2012"
27265;"EXPRESS AIR";"07-05-2012";5660;"07-05-2012";"07";"05";"2012";"07-05-2012"
27265;"EXPRESS AIR";"08-05-2012";5661;"08-05-2012";"08";"05";"2012";"08-05-2012"
27491;"REGULAR AIR";"11-04-2009";5662;"11-04-2009";"11";"04";"2009";"11-04-2009"
27491;"REGULAR AIR";"10-04-2009";5663;"10-04-2009";"10";"04";"2009";"10-04-2009"
27845;"REGULAR AIR";"14-07-2011";5664;"14-07-2011";"14";"07";"2011";"14-07-2011"
30176;"REGULAR AIR";"26-04-2009";5665;"26-04-2009";"26";"04";"2009";"26-04-2009"
30375;"REGULAR AIR";"07-05-2012";5666;"07-05-2012";"07";"05";"2012";"07-05-2012"
30565;"EXPRESS AIR";"28-07-2011";5667;"28-07-2011";"28";"07";"2011";"28-07-2011"
30567;"DELIVERY TRUCK";"14-01-2009";5668;"14-01-2009";"14";"01";"2009";"14-01-2009"
30567;"REGULAR AIR";"15-01-2009";5669;"15-01-2009";"15";"01";"2009";"15-01-2009"
30567;"EXPRESS AIR";"16-01-2009";5670;"16-01-2009";"16";"01";"2009";"16-01-2009"
31586;"EXPRESS AIR";"25-03-2012";5671;"25-03-2012";"25";"03";"2012";"25-03-2012"
31586;"EXPRESS AIR";"30-03-2012";5672;"30-03-2012";"30";"03";"2012";"30-03-2012"
31687;"REGULAR AIR";"19-05-2011";5673;"19-05-2011";"19";"05";"2011";"19-05-2011"
31847;"REGULAR AIR";"22-12-2009";5674;"22-12-2009";"22";"12";"2009";"22-12-2009"
32868;"REGULAR AIR";"18-01-2009";5675;"18-01-2009";"18";"01";"2009";"18-01-2009"
36224;"EXPRESS AIR";"05-05-2009";5676;"05-05-2009";"05";"05";"2009";"05-05-2009"
36709;"REGULAR AIR";"25-08-2012";5677;"25-08-2012";"25";"08";"2012";"25-08-2012"
37826;"REGULAR AIR";"25-04-2011";5678;"25-04-2011";"25";"04";"2011";"25-04-2011"
38182;"REGULAR AIR";"22-05-2012";5679;"22-05-2012";"22";"05";"2012";"22-05-2012"
39717;"REGULAR AIR";"30-11-2009";5680;"30-11-2009";"30";"11";"2009";"30-11-2009"
40257;"REGULAR AIR";"22-08-2010";5681;"22-08-2010";"22";"08";"2010";"22-08-2010"
40321;"REGULAR AIR";"25-06-2010";5682;"25-06-2010";"25";"06";"2010";"25-06-2010"
40321;"REGULAR AIR";"24-06-2010";5683;"24-06-2010";"24";"06";"2010";"24-06-2010"
42214;"REGULAR AIR";"31-05-2011";5684;"31-05-2011";"31";"05";"2011";"31-05-2011"
42788;"REGULAR AIR";"15-10-2011";5685;"15-10-2011";"15";"10";"2011";"15-10-2011"
42912;"REGULAR AIR";"06-05-2010";5686;"06-05-2010";"06";"05";"2010";"06-05-2010"
43653;"REGULAR AIR";"30-10-2012";5687;"30-10-2012";"30";"10";"2012";"30-10-2012"
43653;"EXPRESS AIR";"31-10-2012";5688;"31-10-2012";"31";"10";"2012";"31-10-2012"
43653;"REGULAR AIR";"01-11-2012";5689;"01-11-2012";"01";"11";"2012";"01-11-2012"
44962;"REGULAR AIR";"30-12-2009";5690;"30-12-2009";"30";"12";"2009";"30-12-2009"
45412;"REGULAR AIR";"23-04-2010";5691;"23-04-2010";"23";"04";"2010";"23-04-2010"
45734;"EXPRESS AIR";"19-07-2012";5692;"19-07-2012";"19";"07";"2012";"19-07-2012"
45959;"EXPRESS AIR";"08-12-2009";5693;"08-12-2009";"08";"12";"2009";"08-12-2009"
45959;"REGULAR AIR";"08-12-2009";5694;"08-12-2009";"08";"12";"2009";"08-12-2009"
46884;"REGULAR AIR";"19-01-2009";5695;"19-01-2009";"19";"01";"2009";"19-01-2009"
46981;"REGULAR AIR";"07-02-2009";5696;"07-02-2009";"07";"02";"2009";"07-02-2009"
47010;"DELIVERY TRUCK";"03-10-2011";5697;"03-10-2011";"03";"10";"2011";"03-10-2011"
47717;"REGULAR AIR";"18-12-2011";5698;"18-12-2011";"18";"12";"2011";"18-12-2011"
48257;"REGULAR AIR";"26-04-2009";5699;"26-04-2009";"26";"04";"2009";"26-04-2009"
48577;"REGULAR AIR";"10-07-2012";5700;"10-07-2012";"10";"07";"2012";"10-07-2012"
49953;"REGULAR AIR";"18-03-2012";5701;"18-03-2012";"18";"03";"2012";"18-03-2012"
49953;"EXPRESS AIR";"17-03-2012";5702;"17-03-2012";"17";"03";"2012";"17-03-2012"
51300;"REGULAR AIR";"17-10-2011";5703;"17-10-2011";"17";"10";"2011";"17-10-2011"
51687;"REGULAR AIR";"13-09-2011";5704;"13-09-2011";"13";"09";"2011";"13-09-2011"
51974;"REGULAR AIR";"27-01-2011";5705;"27-01-2011";"27";"01";"2011";"27-01-2011"
52676;"REGULAR AIR";"30-08-2012";5706;"30-08-2012";"30";"08";"2012";"30-08-2012"
